Lebanon,66.1,65.6,65.2,64.6,63.1
Lesotho,46.6,45.9,45.7,40,44.5
Liberia,54.5,53.7,51.6,47.5,44.6
Libya,62.3,62.3,62.9,62.1,61.3
Lithuania,66.1,65.5,64.5,62.8,63.4
Luxembourg,72.6,72.6,71.7,70.4,69.3
Madagascar,58.3,57.9,55.8,53.6,51.2
Malawi,56.2,55.5,50.4,43.5,40.2
Malaysia,66.6,66.4,65.6,64.8,64.2
Maldives,69.8,69.4,67.6,65.3,61.1
Mali,50.7,50.2,48.4,45.3,41.4
Malta,72.2,72.2,71.6,70.5,69.8
Mauritania,56.4,56.1,54.5,53.1,52.4
Mauritius,65.8,65.5,64.5,63.8,62.6
Mexico,67.7,67.4,66.5,66.2,65.6
Micronesia (Federated States of),61.1,60.8,60.3,59.4,58.7
Mongolia,61.9,61.7,60.2,57.9,55.8
Montenegro,68.1,67.9,67.1,65.6,64.9
Morocco,65.3,65,63.5,61.4,58.8
Mozambique,52.2,51.2,47.6,44.1,42
Myanmar,58.4,58.1,56.3,54.9,53.4
Namibia,55.9,55.6,53.4,47.2,49.1
Nepal,61.3,60.2,59.2,56.7,54.2
Netherlands,72.1,72,71.4,70.4,69.2
New Zealand,72.8,72.6,72,71,69.8
Nicaragua,66.9,66.6,65.5,63.8,61.9
Niger,52.5,52,49.4,45.6,42.1
Nigeria,48.9,48.5,46.2,43.6,41.5
Norway,73,72.9,71.8,71.2,69.9
Oman,65.6,65.5,65.5,64.4,63.1
Pakistan,57.7,57.3,56.2,54.2,54.3
Panama,69.4,69.3,68.3,67.8,67.4
Papua New Guinea,58,57.8,56.9,55.5,54.6
Paraguay,65.3,65.1,64.5,63.4,62.7
Peru,67.5,67.2,66.3,65.1,63.3
Philippines,61.7,61.6,60.6,59.6,59.2
Poland,68.5,68.1,67.3,66.3,65.4
Portugal,72,71.8,70.8,69.6,68.2
Qatar,68.6,68.3,66.7,66.1,65.4
Republic of Korea,73,72.7,71.4,69.9,68.1
Republic of Moldova,63.6,62.9,61.3,60.4,60
Romania,66.6,66.3,65.2,64,63.1
Russia,63.5,63.1,61,58.1,58
Rwanda,59.9,55.5 59.3,56.2,48.3,38.0 40.7
Saint Lucia,66.4,66.3,65.7,64,63.6
Saint Vincent and the Grenadines,63.4,63.6,63.4,62.6,62.3
Samoa,66,65.7,64.4,63.1,61.8
Sao Tome and Principe,60.7,60.5,59,57.1,55.3
Saudi Arabia,65.7,65.4,64.4,63.5,62.7
Senegal,58.8,58.4,56.1,52.7,49.9
Serbia,67.4,67,66.2,65.2,64.3
Seychelles,65.7,65.5,64.6,64.4,64.1
Sierra Leone,47.6,46,43.9,39.4,35.6
Singapore,76.2,75.9,74.8,73.3,71.3
Slovakia,68.3,68,66.8,65.8,64.9
Slovenia,70.5,70.2,69.2,67.7,66.6
Solomon Islands,61.9,61.7,60.6,59.3,58
Somalia,50,50.1,47.6,46.2,45.6
South Africa,55.7,55.3,50.5,47.4,51.2
South Sudan,50.6,50.2,48.4,45.1,42.6
Spain,73.8,73.5,72.9,71.5,70.6
Sri Lanka,66.8,66.6,66.1,65.7,63.4
Sudan,55.7,55.4,54,52.5,50.3
Suriname,63.2,62.9,61.8,60.4,59.5
Sweden,72.4,72.3,71.9,71.2,70.4
Switzerland,73.5,73.2,72.5,71.3,70.1
Syrian Arab Republic,55.8,55.2,64.1,63.6,63.1
Tajikistan,63.5,63.2,62.4,60.2,58.3
Thailand,66.8,66.6,65.5,63.8,62.2
Republic of North Macedonia,67.1,66.9,66.5,65.9,65
Timor-Leste,59.2,58.6,57.3,55,51.5
Togo,53.9,53.5,51.1,48.8,48.2
Tonga,64.3,64.2,63.7,63.4,62.7
Trinidad and Tobago,63.3,63.1,62.4,61.6,61.2
Tunisia,66.3,66,65.1,64.4,63.2
Turkey,66,65.6,64.4,62.6,60.6
Turkmenistan,61.4,61,59.8,58,56.9
Uganda,54.9,54.5,50.4,45.5,40
Ukraine,64,63.7,62.2,59.6,60
United Arab Emirates,66.7,66.5,66.4,65.8,64.9
United Kingdom of Great Britain and Northern Ireland,71.9,71.7,71.3,69.9,69
United Republic of Tanzania,56.5,56,52.3,47.8,44.6
United States,68.5,68.6,68.7,67.9,67.4
Uruguay,68.8,68.7,68,67.3,66.6
Uzbekistan,64.5,64.2,63.2,61,59.8
Vanuatu,62.7,62.5,62,61,60.1
Venezuela,66.1,65.9,65.7,65.4,64.3
Viet Nam,67.5,67.3,66.5,65.7,64.3
Yemen,55.1,54.3,54.3,52.8,50.6
Zambia,54.3,53.8,50.1,42.8,39.1
Zimbabwe,54.4,53.8,46.7,40.3,40.5
