HI,6655.22,8418.55,8736,9193.81,9581.82,9852.64,10024.1,10112.9,10122.4,10053,9909.64,9709.78,9475,9227.36,8976.02,8724.17,8487.12,8287.24,8128.57,7991.04,7854.65,thous
HL,35577.1,38839.2,38532.9,35117.1,33833.7,32399.1,30925.2,29487.2,28102.5,26771.8,25502.2,24327.2,23283.7,22406.4,21698.7,21089.9,20516.9,20033.7,19650.1,19317.6,18987.9,thous
HN,61362.6,64318.6,66047.7,67506.6,67445.8,66746.7,65616.6,64217.6,62603.4,60795.7,58833.9,56820.9,54871.1,53094.5,51523.8,50078.2,48717.4,47570.1,46659.3,45869.9,45087,thous
India,849515,1094580,1214460,1291720,1352180,1412220,1456110,1494750,1521580,1544450,1561580,1569150,1569660,1559180,1544500,1519120,1487950,1449540,1411440,1377390,1340540,thous
Indonesia,183599,226915,244436,260144,273985,286206,296773,305555,312463,316989,319187,319010,316941,312762,307010,299537,290883,281212,271117,260836,251721,thous
JL,24503.3,27614.5,27615.4,27748,27705.7,27403.1,26925.5,26339.7,25667.6,24918.3,24107.7,23277.9,22475.7,21745.9,21101.9,20509.8,19952.5,19482.6,19109.6,18786.3,18465.6,thous
JS,67950,77149.7,79106.5,80462.6,81251.5,81189.8,80509.2,79398.3,77919.2,76097.9,73985.1,71713.9,69435.4,67296,65344.8,63511.4,61785.7,60330.6,59175.5,58174.2,57181.3,thous
JX,38264.2,43831.4,44856.2,46056.5,47046.8,47504.4,47549.2,47282.9,46737.2,45924.6,44874.4,43668.4,42401.3,41167,39999.7,38877.4,37821,36930.3,36223.2,35610.3,35002.5,thous
Japan,123478,127773,126995,126369,125521,124121,122841,121335,120020,118428,116732,114698,112501,110071,107461,104726,101995,99478,97414,96155,94208,thous
LN,39332.6,42916.3,43981.6,44336.4,44401.8,44036.4,43374.5,42522.3,41514.9,40367,39104.9,37797.5,36522,35352.2,34311,33348.3,32442.2,31678.1,31071.6,30545.9,30024.5,thous
Mexico,83833,105918,113126,120655,128148,135028,141600,147475,153226,158294,163199,167349,171337,175124,179288,183320,187236,190645,193443,195349,198241,thous
Middle East,131495,188106,210542,232198,253011,273172,292929,312247,330563,347974,363789,378471,390958,401515,409339,415117,418699,420752,421589,422203,423371,thous
NM,21715.8,24432.1,24850.8,25398.3,25839.9,25995.9,25935.1,25715.1,25354.2,24860,24248.8,23564.5,22858,22178.9,21545,20940.5,20371.5,19891.8,19510.9,19180.8,18853.4,thous
NX,4676.14,6059.73,6363.5,6746.4,7100.68,7366.87,7555.39,7676.53,7731.28,7718.6,7641.36,7512.58,7348.85,7167.57,6976.27,6780.53,6596.29,6440.95,6317.62,6210.73,6104.73,thous
North China Grid,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,thous
Northeast China Grid,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,thous
Northwest China Grid,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,thous
Pakistan,111391,158375,176897,196628,217070,237250,256456,274732,292454,309218,324798,337769,348451,356695,362926,366966,368883,368805,366889,363691,361094,thous
QH,4495.19,5520.86,5659.8,5915.08,6110.32,6232.73,6295.67,6311.05,6282.05,6209.65,6097.4,5956.31,5799.54,5640.33,5483.9,5330.04,5185.21,5063.1,4966.16,4882.13,4798.8,thous
Russia,148256,143551,141728,140765,140002,139014,138297,137449,137176,136642,136289,135276,134314,132895,131631,130142,128787,127570,126946,127197,126474,thous
SC,79252.7,83494.2,80875.8,82102.5,82758.9,82561.8,81750.5,80518.5,78930.1,77011.9,74815.2,72474.2,70140.4,67960.8,65983.6,64132.3,62389.7,60920.4,59753.9,58742.9,57740.3,thous
SD,85282.7,94027.5,96387.5,99192.3,101474,102597,102816,102348,101260,99576.5,97361.7,94792.5,92075.6,89415.1,86886.9,84449.1,82154.4,80219.7,78683.7,77352.4,76032.2,thous
SH,12886.8,19216.3,23151.9,25508.4,28381.6,30968,33230.7,35143.9,36650.6,37691.5,38236.1,38318,38005.7,37386.1,36505.2,35480.9,34516.9,33704,33058.7,32499.3,31944.6,thous
SN,33297.7,37517.5,37547.7,38113,38402.7,38297.7,37909.3,37327.6,36582.3,35685.9,34662.1,33573,32488.8,31477.3,30560.9,29703.4,28896.3,28215.8,27675.5,27207.3,26742.9,thous
SX,29110.4,34111.4,35929.2,36970.2,37762,38126.5,38159.9,37944,37504.1,36850.4,36006.4,35037.7,34020.4,33029.6,32092.9,31192.5,30344.9,29630.3,29062.9,28571.2,28083.6,thous
South Africa,36528,48232,50653,52199,53037,53816,54030,54315,53777,53486,52761,52783,52404,52091,51076,50087,48780,47487,45931,44188,42802,thous
South America_Northern,20816,27962,30410,32920,35377,37693,39962,42038,44078,45934,47747,49354,50952,52366,53702,54820,55803,56552,57038,57138,57412,thous
South America_Southern,58813,75252,80197,85187,90001,94392,98557,102217,105783,108849,111762,114132,116441,118534,120730,122702,124506,125928,126938,127317,128295,thous
South Asia,154854,215912,236380,257436,278747,299724,319872,338744,356248,371702,385175,395879,404178,409812,413272,414161,412870,409378,404437,398452,393589,thous
South Korea,42869,48138,48501,48866,48896,48574,48264,47965,47528,47119,46495,46156,45559,45025,44054,43149,42102,41194,40297,39629,38805,thous
Southeast Asia,285383,364841,393017,420307,445659,468667,489436,507502,522855,535346,545074,552587,557962,561072,561763,560131,556367,550677,542972,533062,524825,thous
TJ,8698.47,10604.5,13058.8,16064.7,19301.8,22583.8,25803.3,28850.2,31581.4,33846.6,35523.4,36563,36973.5,36807.8,36102.4,35089.4,34136,33332.1,32693.9,32140.7,31592.1,thous
Taiwan,20151,22690,23658,24024,24306,24574,24841,25091,25337,25557,25773,25940,26092,26191,26257,26251,26191,26068,25917,25747,25686,thous
USA,250284,299839,321813,336377,349743,365229,379129,393438,407489,421987,437264,450786,464583,476709,489862,501173,512211,521959,532466,544158,554807,thous
XJ,15355.1,20436.3,21965.7,23526.1,25190.7,26545.6,27608.4,28400.6,28912.9,29131,29057.6,28737,28231.1,27607.3,26897.1,26142.4,25432,24833.1,24357.6,23945.5,23536.8,thous
XZ,2223.9,2846.85,3015.88,3229.23,3425.57,3579.36,3694.46,3774.97,3820.62,3830.31,3805.03,3750.99,3676.4,3590.02,3495.78,3397.7,3305.37,3227.53,3165.73,3112.17,3059.05,thous
YN,37460.9,45244.6,46263.6,47867,49209.2,49976.1,50283.4,50231.8,49850.5,49150,48160,46968.1,45677.4,44390.8,43147.8,41937.1,40797.6,39836.8,39074.1,38413,37757.3,thous
ZJ,42556,50745.2,54758.3,56575.8,59204,61102.5,62372.4,63109.5,63330.1,63032.2,62243.9,61073.7,59657.2,58134.1,56563.8,54976.8,53483,52223.4,51223.5,50356.8,49497.3,thous
